brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
Frau-Tonis-Parfum,No. 83 Cochabamba Frau Tonis Parfum for women,2009,"citrus,fresh spicy,aromatic,green,herbal,Pictures",2.75,5,0,0,1,0,0,0,1,1,1,50,50,100,1,50,1,1,0,0,1,1,1,1,50,1,1,1,50,1,100,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Top1Petitgrain,Top2Lemongrass,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Parfum-Satori,Nuage Rose Parfum Satori for women,2011,"powdery,rose,woody,floral,musky",4.67,5,1,0,1,0,0,1,0,0,0,100,50,1,50,100,50,50,0,0,100,50,50,1,1,50,1,1,50,1,1,1,1,1,1,1,1,50,50,1,1,50,50,1,1,1,1,1,1,50,50,1,1,50,1,1,1,50,2,0,0,Top1Pear,Middle0Damask Rose,Middle1Rose de Mai,Middle2Violet,Middle3Jasmine,Middle4Mimosa,Base0iris,Base1Sandalwood,Base2Ambrette (Musk Mallow),,,,,,,,,,,,women
Alexandria-Fragrances,Nubian Queen Alexandria Fragrances for women,2018,"rose,fruity,vanilla,white floral,sweet",4.67,5,0,0,0,0,1,0,1,0,1,100,50,1,50,50,50,50,0,0,50,50,1,1,100,1,1,1,50,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,5,0,0,Top1Rose,Top2Peach,Top3Benzoin,Top4Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Novaya-Zarya,Rose De Nuit Novaya Zarya for women,2004,"balsamic,rose,floral,powdery,vanilla,amber",3.6,5,0,0,0,0,0,0,0,1,0,33,100,33,33,33,1,1,0,0,66,33,1,1,33,1,1,1,100,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,66,1,1,1,33,1,3,0,0,Top1Freesia,Middle0Heliotrope,Middle1Peony,Middle2Rose,Base0Amber,Base1Vanilla,Base2Incense,Base3Musk,Base4Sandalwood,,,,,,,,,,,,women
Pascal-Morabito,Perle de Nuit Pascal Morabito for women,0,"aromatic,rose,balsamic,patchouli,fresh spicy,warm spicy",4.75,5,0,0,0,3,1,1,3,1,4,100,33,1,1,1,1,66,0,0,33,33,1,1,66,33,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,33,1,1,33,1,1,1,1,33,9,0,0,Middle0Tonka Bean,Middle1Geranium,Base0Amber,Base1Patchouli,,,,,,,,,,,,,,,,,women
Philly-Phill,Punks In Paradise Philly&Phill for women and men,2018,"leather,fruity,green,smoky,sweet,fresh spicy,Pictures",4,5,0,0,1,0,0,1,0,1,0,1,100,1,50,1,1,50,0,0,100,50,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,100,1,1,1,50,0,0,10,Top1cannabis,Top2Mandarin Orange,Top3Nutmeg,Middle0Plum,Middle1Pear,Middle2Peach,Middle3Ylang-Ylang,Middle4Galbanum,Base0Amber,Base1Patchouli,Base2Sandalwood,Base3Ambroxan,Base4Leather,,,,,,,,women
Moresque,Seta Moresque for women and men,1500,"balsamic,warm spicy,woody,amber,vanilla,powdery,Pictures",3.75,5,2,0,1,0,1,0,2,2,1,100,50,50,1,100,50,50,0,0,1,1,1,1,100,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,100,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,3,0,0,Top1Lemon,Top2Saffron,Middle0Ylang-Ylang,Middle1Myrrh,Base0Vanilla,Base1Benzoin,Base2Amber,Base3Sandalwood,,,,,,,,,,,,,women
Sage-Machado,Onyx & Peridot Sage Machado for women,0,"vanilla,sweet,musky,citrus,coconut,Pictures",3.5,5,0,1,0,0,0,1,0,0,0,50,100,50,50,100,100,50,0,0,100,100,50,1,1,1,1,50,50,1,1,1,50,1,50,1,1,50,50,50,1,50,50,1,50,50,50,1,1,50,50,1,50,50,50,50,1,50,4,0,0,Top1Vanille,Top2Lime,Top3Coconut,Top4Fig,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Maitre-Parfumeur-et-Gantier,Oud Extravagant Maitre Parfumeur et Gantier for women and men,2018,"balsamic,oud,aromatic,fresh spicy,vanilla,smoky,Pictures",3.67,5,1,1,0,0,0,1,0,1,0,66,1,33,100,33,33,66,0,0,33,100,1,1,1,66,1,1,1,1,1,1,1,33,1,1,1,100,1,1,1,33,1,1,1,33,1,1,1,66,1,1,1,33,1,1,1,100,2,0,0,Top1Lavender,Top2Coriander,Middle0Agarwood (Oud),Middle1Myrrh,Middle2Labdanum,Middle3Incense,Base0Patchouli,Base1Sandalwood,Base2Vanilla,,,,,,,,,,,,women
Korloff-Paris,Ultimate Man Korloff Paris for men,2017,"aromatic,fresh spicy,herbal,woody,vanilla,Pictures",3.8,6,1,1,1,1,0,1,2,1,0,100,100,50,50,50,1,50,0,0,50,50,1,1,1,100,1,1,1,100,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,2,0,0,Top1Melon,Top2Pink Pepper,Top3Elemi resin,Middle0Geranium,Middle1Lavender,Middle2Apple,Middle3Sage,Base0Vetiver,Base1Patchouli,Base2Cashmeran,Base3Vanilla,,,,,,,,,,man
Bon-Parfumeur,102 tea,2017,"green,aromatic,warm spicy,powdery,citrus,floral,Pictures",3.67,6,0,1,0,0,0,0,2,0,0,25,100,25,1,50,1,50,0,0,25,1,1,1,25,1,1,1,75,25,25,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,25,1,1,1,1,1,5,0,0,Top1Coriander,Top2Cardamom,Middle0Jasmine,Middle1Tea,Middle2Violet,Base0Mimosa,Base1Moss,Base2Musk,,,,,,,,,,,,,
Mally,Mally Mally for women,2009,"coconut,floral,white floral,sweet,fruity,fresh,Pictures",3.83,6,0,0,0,0,0,0,1,1,1,66,100,33,33,100,33,33,0,0,100,1,1,1,66,33,1,1,100,1,1,1,66,33,1,1,33,1,1,1,100,1,1,1,33,1,1,1,33,1,1,1,100,1,1,1,1,1,10,0,0,Top1Mandarin Orange,Top2Red Berries,Top3Palm Leaf,Top4Bamboo,Middle0Freesia,Middle1Lily-of-the-Valley,Middle2Peony,Base0Musk,Base1Sandalwood,Base2Peach,Base3Coconut,,,,,,,,,,women
Alkemia-Perfumes,Paradise Alkemia Perfumes for women,0,"vanilla,coconut,sweet,white floral,tonka (coumarin)",3.2,6,0,0,1,0,1,2,0,1,0,100,50,100,1,50,50,1,0,0,50,1,1,1,100,1,1,1,50,1,1,1,100,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,1,1,3,0,0,Top1Madagascar Vanilla,Top2Tiare Flower,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Kristel-Saint-Martin,KSM Kristel Saint Martin for men,0,"aromatic,fresh spicy,musky,citrus,woody,Pictures",3.5,6,0,0,0,1,4,0,2,3,1,33,66,33,1,66,33,100,0,0,33,33,1,1,1,166,1,33,1,33,1,1,1,33,1,1,1,1,1,1,1,66,1,1,1,33,1,1,1,100,1,1,1,33,1,1,1,33,6,0,0,Top1Bergamot,Top2Amalfi Lemon,Middle0Rosemary,Middle1Cedar,Middle2Artemisia,Base0Musk,Base1Amber,,,,,,,,,,,,,,
Krigler,Lovely Patchouli 55 Night Krigler for women and men,1955,"balsamic,patchouli,amber,powdery,woody,warm spicy,Pictures",4.6,6,1,0,1,1,2,0,1,2,1,100,66,1,66,33,33,66,0,0,33,66,1,1,66,33,1,33,33,1,1,1,1,1,1,33,33,33,1,33,1,33,1,33,1,33,1,33,33,33,1,33,1,33,1,33,33,33,4,0,0,Top1Bergamot,Top2Musk,Top3Patchouli,Top4Sandalwood,Top5Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Coquillete,Rosa Muscosa Coquillete for women and men,2017,"fruity,rose,patchouli,powdery,green,aromatic",4,6,0,0,0,1,1,0,1,1,2,100,33,33,100,100,33,100,0,0,66,66,1,1,33,66,1,1,33,1,1,1,33,1,1,1,33,66,1,1,33,66,1,1,1,33,1,1,33,66,1,1,33,33,1,1,33,33,2,0,0,Top1Cassis,Top2Geranium,Top3Peach,Top4Blackberry,Middle0Violet,Middle1Turkish Rose,Middle2Jasmine,Middle3Patchouli,Base0Amber,Base1Vanilla,Base2Herbal Notes,Base3White Musk,,,,,,,,,women
Teufels-Kuche,Patchouly Teufels Kuche for women and men,0,"patchouli,warm spicy,earthy,balsamic,woody",4,6,0,0,0,2,0,0,1,1,0,100,66,33,66,66,33,100,0,0,33,100,1,1,66,33,33,1,1,33,1,1,33,1,1,1,1,133,1,1,1,133,1,1,1,100,33,1,1,133,1,1,1,100,33,1,1,133,6,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Teufels-Kuche,Unholy Teufels Kuche for women and men,0,"balsamic,patchouli,warm spicy,smoky,earthy",3,6,0,0,0,0,1,0,1,0,2,1,66,33,66,33,33,33,0,0,66,100,1,1,1,33,33,1,33,1,33,1,1,1,33,33,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,33,1,33,66,33,1,1,4,0,0,Top1Incense,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Carrement-Belle,Vanille Carrement Belle for women,0,"sweet,vanilla,caramel,almond,fruity,nutty",4.67,6,0,1,0,0,0,0,1,1,0,100,50,1,25,25,25,25,0,0,25,25,1,1,75,25,25,1,25,1,1,1,1,1,1,1,25,1,1,1,25,1,1,1,25,1,1,1,25,1,1,1,25,1,1,1,25,1,6,0,0,Top1Caramel,Top2Coumarin,Top3Heliotrope,Top4Tobacco,Top5Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Bottega-Verde,Vaniglia e Cardamomo Bottega Verde for women,2000,"vanilla,warm spicy,caramel,sweet,aromatic,Pictures",3.67,6,1,0,2,0,0,0,2,1,0,100,1,50,25,1,1,25,0,0,25,1,1,1,100,1,1,1,1,1,25,1,25,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,25,1,1,1,1,1,2,0,0,Top1Cardamom,Middle0Caramel,Middle1Vanilla,Base0Moss,Base1Coumarin,,,,,,,,,,,,,,,,women
Sephora,Lagon (Lagoon) Sephora for women,2012,"marine,aromatic,salty",4.8,6,0,0,0,0,0,0,0,1,0,100,25,1,25,25,25,25,0,0,25,25,50,1,50,1,1,1,25,1,1,1,1,1,1,25,1,1,1,25,1,1,1,1,25,1,1,25,1,1,1,1,25,1,1,25,1,1,8,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Calzedonia,Lady Rock Calzedonia for women,2014,Pictures,1.8,6,0,0,1,0,0,0,1,0,1,25,1,100,1,1,1,1,0,0,25,1,1,1,25,1,1,1,1,1,1,1,100,25,1,1,1,25,1,1,1,25,1,1,1,25,1,1,1,25,25,1,1,25,1,1,1,25,2,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
TRNP,La Selva Sagrada TRNP for women and men,2017,"white floral,floral,yellow floral,citrus,sweet,Pictures",4,6,2,0,1,0,1,1,1,1,0,100,1,33,33,33,1,66,0,0,66,33,1,1,100,1,1,1,1,1,66,1,33,66,1,1,1,33,1,1,1,33,1,1,1,1,1,1,33,33,1,1,33,33,1,1,1,33,1,0,0,Top1Tangerine,Top2Lemon,Top3Petitgrain,Top4Tahitian Vanilla,Top5Tuberose,Top6Orange Blossom,Top7Frangipani,Top8Mimosa,Top9Jasmine,Top10Neroli,Top11Osmanthus,Top12White Ginger Lily,Top13Tiare Flower,Top14Ylang-Ylang,Top15Agarwood (Oud),Top16Patchouli,Top17Vetiver,Middle0nan,Base0nan,,women
Giardino-Dei-Sensi,Legni Mediterranei For Men Giardino Dei Sensi for men,0,"marine,woody,aromatic,amber,salty",3,6,0,0,2,1,0,0,2,0,1,33,66,66,1,100,33,100,0,0,100,100,1,1,1,33,1,33,1,33,1,1,33,33,1,1,1,1,1,33,1,66,1,33,1,1,1,33,1,66,1,33,1,66,1,33,1,66,3,0,0,Top1White Woods,Top2Amber,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Lentheric,Lentheric Solo Lentheric for men,0,,3.75,6,0,0,1,2,0,0,1,2,1,40,20,20,20,40,100,20,0,0,100,20,1,1,1,40,1,1,1,1,1,1,1,20,1,1,20,1,1,1,20,20,1,1,20,60,1,1,1,20,1,1,20,60,1,1,1,20,3,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
Al-Musbah,Leader Man Al Musbah for men,2017,"aromatic,citrus,fresh spicy,amber,woody",4,6,0,0,0,0,0,0,0,0,1,100,1,33,1,1,1,1,0,0,1,1,1,1,33,33,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Top1Lavender,Middle0Geranium,Middle1Pink Pepper,Base0Cedar,Base1Amber,,,,,,,,,,,,,,,,man
Monaco-Parfums,Monaco Parfums L'Florale Monaco Parfums for women,2016,"floral,citrus,rose,fresh,musky,Pictures",3.5,6,0,1,1,1,0,1,1,1,1,33,66,33,33,100,33,33,0,0,100,33,1,1,33,1,1,1,66,1,1,1,33,1,1,1,1,33,1,1,66,33,1,1,33,1,1,1,1,33,1,1,66,33,1,1,1,33,2,0,0,Top1Grapefruit,Middle0Gardenia,Middle1Rose,Middle2Peony,Base0White Wood,Base1Musk,Base2Cashmeran,,,,,,,,,,,,,,women
Caron,Secret Oud Caron for women and men,1904,"herbal,earthy,fresh spicy,oud,aromatic,rose,Pictures",3.5,6,0,1,1,0,0,2,0,0,1,50,100,50,50,1,1,50,0,0,1,100,1,1,50,1,1,50,50,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,100,3,0,0,Top1Labdanum,Middle0Jasmine,Middle1Nard Himalayan (Jatamansi),Base0Agarwood (Oud),,,,,,,,,,,,,,,,,women
Novaya-Zarya,Lilas Persan Novaya Zarya for women,0,"floral,fresh,green,soft spicy,sweet",4.25,6,1,0,0,0,0,1,0,0,0,33,100,1,1,33,33,1,0,0,33,33,1,1,33,1,33,1,66,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,33,1,1,1,33,1,9,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Caswell-Massey,Lime Caswell Massey for men,0,"green,citrus,conifer,sour,sweet",4.2,6,0,0,0,0,0,1,0,0,0,25,100,1,1,25,25,25,0,0,25,25,1,1,1,25,75,25,1,1,1,1,1,1,1,1,1,25,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,50,6,0,0,Top1Green Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,
Esperienze-Olfattive,Living Lavender Esperienze Olfattive for women and men,2014,"citrus,aromatic,fresh spicy,floral,green",3,6,1,0,0,1,0,1,0,1,0,100,1,100,1,1,1,1,0,0,1,1,1,1,66,33,1,1,1,1,1,33,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Lemon,Top2Grapefruit,Top3Bitter Orange,Top4Lime,Top5Tonka Bean,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Anglia-Perfumery,Spiced Limes Anglia Perfumery for men,0,"citrus,fresh spicy,warm spicy,green,cinnamon,Pictures",4.2,6,2,0,3,1,0,1,5,0,1,25,100,1,1,50,75,50,0,0,100,1,1,1,1,25,1,50,1,50,1,1,1,1,1,1,1,1,1,25,1,25,1,25,1,50,1,25,1,25,1,50,1,50,1,1,1,1,5,0,0,Top1Basil,Top2Bergamot,Top3Nutmeg,Top4Cinnamon,Top5Clove,Middle0nan,Base0nan,,,,,,,,,,,,,,
Masaki-Matsushima,mat; metal Masaki Matsushima for women and men,2003,"powdery,floral,rose,woody,citrus",3,6,0,0,1,0,0,0,1,3,2,33,1,33,33,100,33,33,0,0,100,1,1,1,66,1,1,1,1,1,1,1,1,33,1,1,33,1,1,1,100,33,1,1,33,1,1,1,33,1,1,1,100,33,1,1,33,1,1,0,0,Top1Rose,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Alain-Delon,Sensation dÂ´Alain Delon Alain Delon for women,1993,"powdery,woody,floral,rose,musky,Pictures",4.4,6,0,0,2,1,0,0,3,0,0,66,100,1,33,66,33,66,0,0,66,66,1,33,33,1,1,33,66,1,1,1,1,1,1,1,1,33,1,1,33,33,1,1,1,33,1,1,33,33,1,1,33,33,1,1,33,33,5,0,0,Top1Mandarin Orange,Top2Apricot,Top3Passionfruit,Middle0Rose,Middle1Violet,Middle2Tuberose,Middle3iris,Middle4Jasmine,Base0Oakmoss,Base1Musk,Base2Patchouli,Base3Vetiver,,,,,,,,,women
Maison-de-Parfum-Berry,Violette Rebelle Maison de Parfum Berry for women,2017,"powdery,floral,musky,ozonic,woody,Pictures",3,6,1,0,0,0,0,0,0,0,1,100,1,100,50,50,1,50,0,0,50,50,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,2,0,0,Top1Cyclamen,Middle0Violet Leaf,Middle1Violet,Middle2Cedar,Base0Musk,Base1Ambroxan,,,,,,,,,,,,,,,women
Milton-Lloyd,Tweed Mademoiselle Milton Lloyd for women,0,"powdery,citrus,white floral,ozonic,amber,patchouli",4.17,6,0,0,1,0,0,1,1,0,5,20,100,1,1,1,20,1,0,0,1,1,1,1,20,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,Top1Watermelon,Middle0Jasmine,Middle1Rose,Middle2Violet,Base0Oakmoss,Base1Amber,Base2Patchouli,Base3Vanilla,,,,,,,,,,,,,women
Hov-Parfumeur-Ltd-,Purple Violet HovÃ© Parfumeur,0,"powdery,floral,woody,Pictures",3.5,6,0,1,0,0,1,1,0,0,1,100,33,66,33,33,33,33,0,0,33,33,1,1,66,33,1,1,33,1,1,1,1,66,1,33,33,1,1,33,33,1,1,33,33,1,1,33,33,1,1,33,33,1,1,33,33,1,6,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
La-Rive,Look of Woman La Rive for women,0,"aquatic,sweet,rose,fruity,fresh spicy,yellow floral",4.5,6,0,0,3,1,0,4,3,5,1,75,75,1,75,50,75,75,0,0,100,75,1,1,75,1,25,1,50,1,1,1,1,1,1,1,75,1,1,1,50,1,1,1,75,1,1,1,75,1,1,1,100,1,1,1,75,1,5,0,0,Top1Ambrette (Musk Mallow),Middle0Rose,Middle1Ylang-Ylang,Middle2Water Notes,Base0Nutmeg,,,,,,,,,,,,,,,,
Pascal-Morabito,Lovissima Pascal Morabito for women,0,"fruity,sweet,patchouli,vanilla,fresh,tropical",4.6,6,0,2,0,0,0,1,0,1,3,100,66,1,33,33,33,33,0,0,66,33,1,1,100,1,1,1,33,33,1,1,1,1,1,1,33,1,1,1,33,1,1,1,1,33,1,1,33,1,1,1,33,33,1,1,33,1,6,0,0,Top1Raspberry,Top2Litchi,Top3Patchouli,Top4Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Decleor,L'original Decleor for men,2000,,3.8,6,0,0,0,1,0,0,0,1,0,100,100,50,50,50,50,50,1,1,50,50,1,1,1,150,1,1,1,50,1,1,1,50,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,6,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,
essence,Love essence for women,2015,"sweet,fruity,caramel,white floral,citrus,Pictures",4.4,6,0,0,0,0,0,0,0,0,1,66,100,1,1,33,33,1,0,0,33,33,1,1,66,1,66,1,33,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,33,1,1,1,33,1,4,0,0,Top1Grapefruit,Top2Raspberry,Top3Pear,Middle0Orchid,Middle1Jasmine,Middle2Heliotrope,Base0Woody Notes,Base1Sandalwood,Base2Caramel,Base3Musk,,,,,,,,,,,women
Lomani,Lomani Sensual Lomani for women,0,"woody,powdery,floral,aldehydic,warm spicy,Pictures",2.5,6,2,1,0,0,0,2,1,1,1,1,100,100,66,1,1,33,0,0,1,100,1,1,1,1,1,1,33,66,1,33,66,1,1,33,33,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,1,1,33,33,33,1,0,0,Top1Fruity Notes,Top2Green Notes,Middle0Jasmine,Middle1Lily-of-the-Valley,Middle2Ylang-Ylang,Middle3iris,Middle4Orange,Middle5Spicy Notes,Base0Sandalwood,Base1Cedar,Base2Vanilla,Base3Amber,Base4Musk,,,,,,,,unisex
Domenico-Caraceni,Loren Domenico Caraceni for women,2007,"sweet,fruity,citrus,white floral,warm spicy,vanilla",2.4,6,0,0,0,0,0,0,0,0,1,33,33,100,33,33,1,33,1,0,1,66,1,1,33,1,33,1,1,1,1,1,33,66,1,33,1,33,1,33,1,33,1,33,1,1,1,33,1,33,1,33,1,1,1,33,33,33,4,0,0,Top1Mandarin Orange,Top2Black Currant,Top3Peach,Top4Coconut,Top5Lemon,Top6Orange,Middle0Dried Fruits,Middle1Plum,Middle2Honey,Middle3Heliotrope,Middle4Clove,Middle5Jasmine,Middle6Lily,Middle7Raspberry,Middle8Rose,Middle9Ylang-Ylang,Base0Opoponax,Base1Amber,Base2Vanilla,Base3Cinnamon,women
West-Third-Brand,Lone Wolf West Third Brand for women and men,2014,"citrus,woody,green,fresh spicy,aromatic,Pictures",4.25,6,0,0,0,2,0,0,1,2,2,25,75,1,1,100,75,50,0,0,75,25,1,1,1,25,1,1,50,25,1,1,1,1,1,1,1,1,1,1,25,75,1,1,25,50,1,1,25,25,1,1,25,50,1,1,25,1,3,0,0,Top1Grapefruit,Top2Lime,Top3Jasmine,Top4Green Notes,Top5Mandarin Leaf,Top6Nutmeg,Top7Cardamom,Top8Amber,Top9Sandalwood,Top10Vetiver,Middle0nan,Base0nan,,,,,,,,,women
Soul-Couture,Love Twist Soul Couture for women and men,2017,"tuberose,white floral,woody,animalic,balsamic,Pictures",4,6,0,0,0,0,0,0,0,0,0,100,33,33,33,33,1,33,0,0,33,33,1,1,100,1,1,1,33,1,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,33,0,1,0,Top1Red Fruits,Top2Tuberose,Top3Ylang-Ylang,Top4Rose,Top5Patchouli,Top6Sandalwood,Top7Musk,Middle0nan,Base0nan,,,,,,,,,,,,women
Novaya-Zarya,So Lovely Novaya Zarya for women,0,"balsamic,citrus,warm spicy,rose,woody",3.8,6,0,3,0,3,0,1,2,2,0,66,66,33,66,100,66,66,0,0,100,1,1,1,33,33,1,1,100,1,1,1,33,1,1,1,66,1,1,1,100,33,1,1,66,33,1,1,66,1,1,1,100,1,1,1,1,1,7,0,0,Top1Bitter Orange,Middle0Rose,Middle1Incense,Base0Musk,Base1Benzoin,Base2Palisander Rosewood,,,,,,,,,,,,,,,women
Soivohle,Purple Love Smoke Soivohle for women and men,2000,"powdery,woody,white floral,citrus,floral",4.2,6,0,0,1,0,1,0,1,0,2,25,100,1,1,50,1,25,0,0,1,25,1,1,25,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1,25,1,4,0,0,Top1Jasmine,Top2Tuberose,Top3Bergamot,Top4Boronia,Top5Choya Loban,Top6Birch,Top7Orange,Top8Tobacco,Top9Raspberry,Top10Violet Leaf,Top11Strawberry Leaf,Top12Woody Notes,Top13Orris Root,Top14Vanilla,Middle0nan,Base0nan,,,,,women
Natura,Lua de Sonhar Natura for women,2013,"fruity,citrus,floral,fresh,powdery,sweet",2.8,6,0,1,0,0,0,1,0,0,0,1,100,66,33,33,1,33,0,0,33,66,1,1,1,1,33,1,66,1,1,33,33,33,1,1,33,1,1,1,33,1,1,1,1,1,1,1,33,1,1,1,33,1,33,1,33,1,2,0,0,Top1Mandarin Orange,Top2Bergamot,Top3Pineapple,Top4Passionfruit,Top5Apricot,Middle0Lily,Middle1Peony,Middle2Rose,Middle3Violet,Base0Sandalwood,Base1Musk,Base2Amber,,,,,,,,,women
Lvnea,Spirituum Lvnea for women and men,0,"balsamic,patchouli,earthy,amber,woody,Pictures",4,6,0,2,0,0,2,3,2,0,0,1,100,1,50,75,75,75,0,0,75,50,1,1,1,1,1,1,75,25,1,1,1,1,1,50,1,1,1,50,25,1,1,50,25,1,1,50,25,1,1,50,25,1,1,50,1,1,2,0,0,Top1Patchouli,Top2Oakmoss,Top3Labdanum,Middle0nan,Base0nan,,,,,,,,,,,,,,,,women
Zara,LXXXV Zara for women,2014,"floral,aquatic,woody,fruity,ozonic",4.25,6,0,0,2,0,0,0,4,1,1,33,100,1,1,1,1,1,0,0,1,1,1,1,33,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,Top1Bamboo,Top2Pear,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Perfumer-H,Moss Perfumer H for women and men,2016,"woody,earthy,mossy",4.4,6,0,0,1,0,0,1,0,0,0,66,100,1,33,33,33,66,0,0,33,33,1,1,1,66,1,33,33,33,1,1,1,1,1,1,1,33,1,1,1,33,1,1,1,33,1,1,1,66,1,1,1,33,1,1,1,33,5,0,0,Top1Oakmoss,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Salvador-Dali,Ma Vie Salvador Dali for women,2017,"rose,white floral,patchouli,rum,nutty,woody,Pictures",4,6,0,0,1,0,0,1,0,0,1,100,66,33,1,1,33,66,0,0,33,1,1,1,66,66,33,1,33,1,1,1,33,1,1,1,1,33,1,1,1,33,1,1,33,33,33,1,33,33,33,1,1,33,1,1,1,33,1,0,0,Middle0Turkish Rose,Middle1Lily,Base0Hazelnut,Base1Patchouli Leaf,,,,,,,,,,,,,,,,,women
